x,y,z,Cell Type
1018.325454,2044.58334,0,TA2
1033.026389,2062.434675,0,CD8+
1026.18846,2055.315847,0,Immature Goblet
1028.755833,2060.829819,0,CyclingTA
1028.324101,2065.920619,0,Other
1022.422737,2055.617241,0,Immature Goblet
1015.255797,2051.185732,0,TA2
1018.205806,2053.260744,0,TA2
1020.173801,2065.305502,0,CyclingTA
1013.519386,2057.210156,0,Immature Goblet
1010.093999,2047.634526,0,Immature Goblet
1025.521662,2072.69775,0,CyclingTA
1006.060274,2054.9366,0,TA2
1012.22739,2068.553604,0,Other
1007.249567,2062.783478,0,TA2
1007.594764,2066.300089,0,TA2
999.6194937,2055.496226,0,Immature Goblet
1008.39944,2072.580159,0,Immature Goblet
998.1140639,2059.808044,0,TA2
997.3593571,2064.704614,0,Cancer Associated Fibroblasts
1002.206506,2072.747207,0,Other
1008.220202,2081.520452,0,Immature Goblet
1003.983239,2079.119407,0,Other
1016.489115,2075.859797,0,Other
1003.905531,2084.620473,0,Other
999.3744988,2078.653229,0,Other
991.4251685,2071.395068,0,Immature Goblet
995.9610844,2074.508687,0,Other
998.0105926,2084.550078,0,Immature Goblet
998.4490587,2089.399572,0,Other
990.8687096,2079.066752,0,Other
994.3406779,2085.844088,0,Other
981.4018523,2071.13813,0,Other
987.0529626,2076.832273,0,Other
992.188742,2089.543152,0,TA2
989.0821557,2086.211774,0,Other
982.4313623,2076.774799,0,Other
983.252041,2080.950891,0,TA2
985.2176233,2085.756063,0,Immature Goblet
992.0601005,2096.261963,0,Other
982.569908,2091.219029,0,Immature Goblet
975.912983,2077.384864,0,Other
977.4701472,2086.130684,0,Other
979.2342698,2091.918759,0,TA2
974.7670196,2087.778101,0,Other
966.8797792,2080.815867,0,CyclingTA
984.486184,2102.715373,0,Immature Goblet
738.0824513,1403.164131,0,Immature Goblet
736.7489757,1408.368417,0,Immature Goblet
730.1647633,1415.05361,0,Immature Goblet
733.9087024,1412.579209,0,Immature Goblet
732.9503963,1417.109425,0,Immature Goblet
740.2115984,1412.054892,0,Other
731.1300783,1420.062515,0,Other
722.4625196,1426.252379,0,Immature Goblet
727.6405714,1423.679191,0,Immature Goblet
739.0626011,1417.984842,0,Cancer Associated Fibroblasts
742.5294478,1415.087739,0,Other
721.2786472,1433.671584,0,Other
737.3197822,1423.688088,0,CD8+
740.9984348,1424.803985,0,Immature Goblet
744.5006408,1419.645,0,Other
735.196721,1428.621033,0,Other
732.6603683,1433.216924,0,TA2
740.4575076,1428.68005,0,Immature Goblet
745.9125168,1425.513715,0,Other
750.3220702,1422.21017,0,Other
744.3428945,1429.655343,0,TA2
749.7358237,1426.316668,0,Other
738.3012536,1433.589059,0,TA2
734.0201985,1438.503125,0,Immature Goblet
736.6887358,1437.187572,0,CyclingTA
742.3455655,1433.473822,0,CyclingTA
750.5416443,1428.875583,0,Immature Goblet
738.6647734,1438.226614,0,Immature Goblet
746.0709392,1433.614886,0,CyclingTA
730.1786493,1438.488867,0,Other
742.1251075,1437.465441,0,Other
754.3864827,1425.745566,0,Immature Goblet
738.1303673,1441.700595,0,Immature Goblet
745.0980006,1439.0749,0,Immature Goblet
741.362207,1442.215384,0,Other
748.2603457,1437.895871,0,TA2
755.58727,1431.323698,0,Immature Goblet
751.8433302,1436.364071,0,CyclingTA
751.7477736,1438.855901,0,Other
739.1988548,1447.171468,0,Immature Goblet
744.4301786,1446.780927,0,CyclingTA
760.0216668,1433.762154,0,Immature Goblet
954.4408845,1713.205424,0,Cancer Associated Fibroblasts
912.0577867,1642.036835,0,Other
905.2698916,1637.950242,0,TA2
901.0164423,1627.966866,0,Immature Goblet
909.5295614,1644.601156,0,Other
904.8565419,1650.460941,0,Immature Goblet
907.4311685,1653.770182,0,Other
915.4558157,1645.988292,0,Other
910.0664681,1655.291102,0,Immature Goblet
924.7731574,1642.611559,0,Immature Goblet
919.6462662,1657.327531,0,Immature Goblet
922.4506364,1645.433527,0,Immature Goblet
929.0594877,1644.651787,0,Immature Goblet
920.5546202,1650.251396,0,Other
926.8234539,1648.394842,0,Immature Goblet
925.6127094,1651.481621,0,TA2
933.7558866,1649.704923,0,Immature Goblet
912.0921191,1666.24505,0,Other
932.757296,1657.085308,0,Immature Goblet
928.0472912,1659.267342,0,Immature Goblet
936.5375583,1654.464464,0,Other
920.5541669,1665.444701,0,TA2
927.5430734,1664.055533,0,Immature Goblet
940.5982936,1664.473764,0,Immature Goblet
922.9636965,1673.622756,0,Other
925.2122395,1680.643221,0,Other
929.693589,1673.949668,0,Cancer Associated Fibroblasts
950.0125094,1663.730285,0,Immature Goblet
935.0373283,1675.818802,0,Cancer Associated Fibroblasts
929.4444443,1689.324605,0,Immature Goblet
926.178793,1687.613886,0,TA2
934.1925319,1684.125865,0,Other
950.6015829,1671.961285,0,Immature Goblet
941.5006901,1681.573315,0,Other
939.2483776,1685.096147,0,CD8+
935.9650485,1691.634516,0,Immature Goblet
953.2607513,1676.945673,0,Other
944.7403426,1683.870767,0,CD8+
952.4923352,1682.088214,0,Other
933.0880824,1694.174428,0,CyclingTA
941.6288897,1688.699184,0,Cancer Associated Fibroblasts
947.9706843,1684.979163,0,Other
936.37998,1697.522156,0,Other
944.0243154,1693.305694,0,CD8+
954.0378686,1685.690109,0,Other
937.4115716,1701.375671,0,Immature Goblet
949.9575101,1692.929072,0,Other
946.7713747,1695.643926,0,CyclingTA
945.1855473,1698.751292,0,Immature Goblet
960.2444352,1687.033757,0,CD8+
964.6874128,1687.050457,0,Other
953.3415929,1696.406772,0,Other
949.8223534,1698.454417,0,Other
961.8654434,1694.149011,0,Other
948.9362654,1703.318447,0,Other
956.8298538,1698.359009,0,Other
952.4030816,1702.574047,0,CD8+
968.856714,1693.425416,0,Other
955.2426346,1705.646352,0,Other
961.6204347,1703.196731,0,Other
959.7489424,1709.686695,0,Other
970.5428627,1700.525269,0,Other
965.1907029,1705.647581,0,Other
974.5980718,1702.812768,0,Other
972.5392014,1708.039725,0,Other
964.1454962,1714.43303,0,Other
959.6801659,1717.740019,0,Other
961.4902651,1720.236676,0,Other
979.0710224,1707.653253,0,Immature Goblet
957.5263441,1725.911169,0,Other
964.1684975,1722.282308,0,Other
976.6486227,1712.970188,0,CyclingTA
975.7566809,1716.126922,0,Other
898.5363176,1648.852009,0,Immature Goblet
659.373669,1341.774521,0,Other
665.3456632,1337.447868,0,TA2
671.0807116,1333.275531,0,TA2
668.0327447,1336.222181,0,Immature Goblet
662.4819096,1341.255892,0,Other
665.8233307,1340.961568,0,Immature Goblet
663.1222746,1344.385341,0,Other
657.0723919,1347.827312,0,Other
661.6125414,1346.415621,0,Other
674.7124229,1336.075731,0,TA2
659.9706154,1349.42192,0,TA2
666.6239195,1343.988089,0,Other
665.1584345,1347.432317,0,Immature Goblet
675.7618548,1339.582296,0,TA2
674.4285013,1342.19153,0,Other
666.6547902,1349.893623,0,Other
663.6316349,1351.576749,0,TA2
660.1344166,1355.825109,0,TA2
671.92323,1343.926163,0,Other
678.2990879,1334.758501,0,Immature Goblet
666.8161022,1355.375619,0,TA2
665.4207987,1360.37926,0,Other
678.0087606,1350.637335,0,Other
680.3104818,1348.510037,0,Other
671.7118824,1357.029839,0,TA2
667.239398,1361.48243,0,Other
676.4231734,1354.69192,0,Immature Goblet
684.6170313,1351.099542,0,TA2
689.7123694,1347.279305,0,CyclingTA
672.1636788,1368.378752,0,TA2
685.6827845,1358.407946,0,Other
676.036463,1362.915358,0,TA2
690.8858159,1355.114359,0,TA2
678.2975977,1369.171287,0,TA2
687.5117683,1361.597208,0,CyclingTA
695.8559835,1356.167984,0,CyclingTA
692.2424957,1362.82955,0,TA2
683.5760864,1371.806069,0,TA2
689.2942226,1368.717733,0,Immature Goblet
693.6078079,1367.362705,0,TA2
685.1087936,1377.861626,0,CyclingTA
700.5576748,1369.531416,0,Other
704.4276728,1367.551227,0,TA2
684.5201024,1382.930318,0,Immature Goblet
697.6593107,1374.436601,0,Other
702.021339,1373.458695,0,Immature Goblet
706.5262594,1370.584736,0,CyclingTA
970.1135357,1723.207698,0,Other
968.7326427,1730.54191,0,Other
986.2006431,1715.497184,0,Other
963.2702094,1732.295173,0,Other
982.9927081,1718.855965,0,Other
974.0252197,1727.718922,0,Other
977.140762,1727.300968,0,CyclingTA
984.0343563,1723.946095,0,Other
974.2676313,1731.595849,0,Other
972.6519171,1734.840235,0,CyclingTA
982.136878,1727.304341,0,Other
986.7440876,1723.628488,0,Other
977.6974523,1733.967793,0,Other
972.3817939,1737.605115,0,Other
981.0509205,1731.762358,0,CyclingTA
987.9492608,1727.569808,0,Immature Goblet
984.813427,1730.650884,0,Other
978.5148768,1736.617588,0,Other
975.7457874,1740.86569,0,Other
992.5496781,1726.174923,0,Other
971.962683,1742.855592,0,Other
983.0375033,1735.939985,0,Other
986.9904246,1734.237142,0,Other
974.4000694,1744.364823,0,Other
980.791442,1740.661566,0,Other
996.0074512,1729.979409,0,Other
990.4914576,1737.014933,0,Other
983.4219277,1742.155294,0,Other
977.0759355,1748.712587,0,Other
987.4015361,1739.595712,0,Other
981.0563911,1746.665021,0,Cancer Associated Fibroblasts
994.6873429,1734.896577,0,Other
985.3283771,1744.277934,0,Other
994.130213,1738.961402,0,Other
990.5122371,1741.508719,0,Other
1002.174814,1733.274627,0,Other
998.1599168,1735.7457,0,Other
991.0980953,1747.083996,0,Other
982.1575484,1754.594845,0,Cancer Associated Fibroblasts
1002.548071,1738.651248,0,Other
997.8382138,1741.533503,0,Other
1000.945861,1741.947021,0,Other
994.0618772,1754.603271,0,Cancer Associated Fibroblasts
1001.384449,1745.766323,0,Other
987.8441155,1757.776244,0,CyclingTA
998.6351324,1751.537252,0,Other
1006.619205,1745.902748,0,Other
992.125746,1760.187354,0,Immature Goblet
1013.111793,1746.880366,0,CD8+
991.1697019,1764.20252,0,Immature Goblet
995.7907604,1761.213225,0,TA2
994.8073672,1765.147514,0,Other
1004.238074,1757.745549,0,Other
998.6144033,1763.23225,0,TA2
1009.558431,1754.870907,0,TA2
992.4458241,1768.725809,0,TA2
1001.950637,1761.417326,0,TA2
1014.302585,1786.917816,0,Immature Goblet
1024.219143,1779.662018,0,Immature Goblet
994.3813409,1771.903418,0,Immature Goblet
1020.743699,1783.870616,0,Immature Goblet
1016.212044,1755.411162,0,Immature Goblet
1014.535851,1760.653256,0,Other
1005.838051,1773.645219,0,TA2
1002.320135,1774.488369,0,Immature Goblet
1014.886733,1773.098828,0,Immature Goblet
1022.9758,1757.136193,0,Immature Goblet
1014.573945,1781.239317,0,Other
999.9142371,1776.676258,0,Other
997.5767197,1768.212705,0,Immature Goblet
1012.509235,1771.395065,0,TA2
1006.178484,1780.175658,0,Immature Goblet
1001.605613,1769.880727,0,Immature Goblet
1030.399463,1763.096446,0,Immature Goblet
1018.971626,1766.60755,0,TA2
1002.601939,1781.900592,0,TA2
1007.599026,1765.598477,0,TA2
1013.110474,1767.669434,0,TA2
1019.01594,1776.860985,0,TA2
1025.704872,1767.228718,0,TA2
1002.870326,1765.499227,0,Immature Goblet
1021.677164,1771.963199,0,Immature Goblet
1009.557345,1761.29568,0,Immature Goblet
1005.297922,1769.126469,0,TA2
1006.609871,1761.03295,0,TA2
1029.958832,1771.843399,0,Immature Goblet
1031.721022,1775.012084,0,TA2
1009.077722,1788.080318,0,Immature Goblet
1026.823824,1781.375921,0,Other
998.7817868,1772.537037,0,Immature Goblet
1067.765735,1845.356404,0,Immature Goblet
1075.300999,1856.359618,0,Immature Goblet
1086.810704,1840.488755,0,Immature Goblet
1068.589054,1826.875817,0,TA2
1067.718667,1851.751688,0,CyclingTA
1076.147231,1835.290389,0,Other
1065.734488,1857.629059,0,TA2
1072.22196,1836.183741,0,Immature Goblet
1057.798372,1847.36895,0,Immature Goblet
1052.03406,1835.115726,0,Other
1071.687262,1862.483851,0,Immature Goblet
1073.311694,1827.81475,0,Other
1031.091407,1780.661484,0,Immature Goblet
1035.332234,1779.148519,0,TA2
1074.122344,1844.207893,0,Immature Goblet
1068.633915,1831.16859,0,Immature Goblet
1112.984557,1913.360625,0,Immature Goblet
1109.177081,1910.092265,0,Immature Goblet
1065.145388,1838.622732,0,Immature Goblet
1099.791763,1899.752074,0,Immature Goblet
1064.308831,1812.978473,0,Other
1064.153081,1824.794175,0,Other
1064.102219,1821.418347,0,TA2
1129.019012,1893.664197,0,Other
1134.86803,1905.927679,0,CyclingTA
1139.702229,1916.74645,0,CD8+
1067.063772,1818.139263,0,Immature Goblet
1120.821187,1919.918912,0,CD8+
1024.072338,1785.368297,0,Immature Goblet
1060.262323,1830.776983,0,Immature Goblet
1029.530034,1809.193178,0,Cancer Associated Fibroblasts
1054.860803,1819.693256,0,Immature Goblet
1124.117675,1905.507843,0,Immature Goblet
1124.890214,1914.302769,0,Other
1060.736022,1817.729457,0,Immature Goblet
1120.763786,1910.462076,0,CyclingTA
1054.866266,1813.998867,0,Immature Goblet
1136.683012,1905.784711,0,Immature Goblet
1054.880397,1824.352275,0,Immature Goblet
1123.576288,1898.868329,0,Immature Goblet
1027.806021,1792.125557,0,Immature Goblet
1042.992387,1826.893654,0,Cancer Associated Fibroblasts
1127.571893,1911.483427,0,Immature Goblet
1130.415568,1916.766555,0,Other
1059.188357,1809.873711,0,Immature Goblet
1051.692638,1809.257938,0,Other
1134.136216,1914.645676,0,Immature Goblet
1138.923699,1912.236178,0,Other
1116.449839,1911.54485,0,Immature Goblet
1134.284323,1917.447523,0,Other
1044.50628,1811.171225,0,Other
1035.805667,1821.555894,0,Immature Goblet
1036.326765,1812.24902,0,CyclingTA
1053.198415,1805.007812,0,Immature Goblet
1130.880036,1928.80721,0,Other
1135.627881,1926.843506,0,Other
1127.926467,1931.35374,0,Other
1143.403256,1921.244483,0,CD8+
1148.399038,1917.178007,0,Cancer Associated Fibroblasts
1042.705869,1798.05171,0,CD8+
1039.08659,1809.473911,0,TA2
1042.748718,1805.890118,0,Other
1052.877929,1798.831514,0,Immature Goblet
1137.500436,1929.679269,0,Other
1149.315599,1921.270702,0,Other
1142.629117,1927.565581,0,Cancer Associated Fibroblasts
1136.380467,1933.831061,0,CD8+
1149.108505,1926.443891,0,Cancer Associated Fibroblasts
1019.886949,1795.238145,0,Immature Goblet
1134.389725,1938.435,0,Cancer Associated Fibroblasts
1016.045547,1792.976323,0,Immature Goblet
1023.79481,1792.69558,0,Immature Goblet
1030.500333,1784.14685,0,Other
1026.885597,1788.12047,0,Immature Goblet
1038.66305,1790.577897,0,Other
1032.955915,1797.438854,0,Other
1032.330149,1804.95777,0,Other
1025.424208,1796.369332,0,Immature Goblet
1021.858613,1788.577884,0,Immature Goblet
1031.752639,1788.037395,0,Immature Goblet
1027.229828,1783.756624,0,Other
1126.607117,1923.999908,0,CD8+
622.1697679,1305.143849,0,Other
614.4003248,1311.507123,0,Immature Goblet
622.13918,1308.603171,0,Other
36.48051851,1775.1918,0,Other
600.3726045,1329.47042,0,Other
611.5050307,1322.170594,0,Immature Goblet
641.3438993,1304.742762,0,Other
617.8862039,1317.273541,0,Other
647.1823272,1302.307558,0,Other
615.4626638,1326.221451,0,Other
610.9237851,1328.910756,0,Other
642.0050278,1309.44771,0,CyclingTA
654.7092548,1303.821419,0,Other
615.3828032,1335.335434,0,Other
638.8710942,1319.661838,0,Cancer Associated Fibroblasts
591.4395652,1353.482892,0,Other
644.9280705,1316.939133,0,Cancer Associated Fibroblasts
628.7641251,1330.909303,0,Other
607.7739926,1338.584862,0,Other
654.1265039,1309.853803,0,Cancer Associated Fibroblasts
601.6702781,1346.289458,0,Other
650.8070677,1317.257623,0,Other
640.8762331,1324.39374,0,Other
658.9633041,1314.628728,0,Other
594.0360072,1364.796364,0,Immature Goblet
602.2437259,1354.457312,0,Other
655.1819618,1319.469921,0,Other
646.2445285,1327.875453,0,Other
654.4100693,1323.641294,0,Other
597.7910551,1361.415075,0,Other
662.338898,1319.278288,0,Other
