organ,as,as_label,sex,tool,modality,cell_id,cell_label,cell_count,cell_percentage,dataset_count
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mesoderm-2-zeb2-,Mesoderm 2 (ZEB2+),1.008E0,5.564443207901511E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ec-cells-npw-,EC cells (NPW+),8.82E-1,4.868887806913821E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mesothelium-prg4-,Mesothelium (PRG4+),7.56E-1,4.173332405926133E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lec2-madcam1-,LEC2 (MADCAM1+),7.56E-1,4.173332405926133E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cx3cr1-cd8-tmem,CX3CR1+ CD8 Tmem,7.56E-1,4.173332405926133E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cycling-neuroblast,cycling neuroblast,7.56E-1,4.173332405926133E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_megakaryocyte,Megakaryocyte,7.56E-1,4.173332405926133E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_gc-b-cell,GC B cell,6.3E-1,3.477777004938444E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_dz-gc-cell,DZ GC cell,6.3E-1,3.477777004938444E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_fcrl4-memory-b,FCRL4+ Memory B,5.04E-1,2.782221603950755E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mesothelium,Mesothelium,5.04E-1,2.782221603950755E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_activated-cd4-t,Activated CD4 T,5.04E-1,2.782221603950755E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lz-gc-cell,LZ GC cell,3.78E-1,2.086666202963066E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ec-cells-tac1-,EC cells (TAC1+),3.78E-1,2.086666202963066E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_immature-b,Immature B,3.78E-1,2.086666202963066E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_m-x-cells-mln-ghrl-,M/X cells (MLN/GHRL+),3.78E-1,2.086666202963066E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_-cells-ins-,?? cells (INS+),2.52E-1,1.391110801975378E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_fdc,FDC,2.52E-1,1.391110801975378E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_venous-capillary,venous capillary,2.52E-1,1.391110801975378E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_pdc,pDC,2.52E-1,1.391110801975378E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_n-cells-nts-,N cells (NTS+),1.26E-1,6.955554009876888E-5,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_trgv5-7-gdt,TRGV5/7 gdT,1.26E-1,6.955554009876888E-5,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cycling-stromal,cycling stromal,1.26E-1,6.955554009876888E-5,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000057,fibroblast,7.903979999999999E2,4.890084190832555E-1,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002071,enterocyte of epithelium of large intestine,3.2886E2,2.034611786716559E-1,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000320,large intestine goblet cell,1.16802E2,7.226379794200191E-2,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000131,gut endothelial cell,9.45E1,5.846585594013099E-2,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000576,monocyte,4.523399999999999E1,2.798565637667603E-2,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000624,"CD4-positive, alpha-beta T cell",4.4352E1,2.743997505456814E-2,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0019032,intestinal tuft cell,4.3848E1,2.712815715622078E-2,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0009011,transit amplifying cell of colon,3.565799999999999E1,2.206111630807609E-2,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000775,neutrophil,3.1752E1,1.964452759588401E-2,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,2.1672E1,1.340816962893671E-2,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0009009,paneth cell of colon,1.953E1,1.208294356096041E-2,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B cell,1.8522E1,1.145930776426567E-2,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000625,"CD8-positive, alpha-beta T cell",1.2726E1,7.873401933270973E-3,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001516,intestinal enteroendocrine cell,9.45E0,5.846585594013099E-3,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,mast cell,2.52E0,1.559089491736826E-3,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0009016,intestinal crypt stem cell of large intestine,2.52E-1,1.559089491736826E-4,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002253,epithelial cell of large intestine,1.26E-1,7.795447458684132E-5,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0011108,colon epithelial cell,1.26E-1,7.795447458684132E-5,3
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0002504,Smooth muscle,1.965348E3,2.39851150202977E-1,2
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000499,Stroma,1.228878E3,1.499723213187354E-1,2
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000584,Enterocyte,1.032066E3,1.259533767991143E-1,2
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000890,M2 Macrophage,6.54192E2,7.983761840324764E-2,2
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000071,Endothelial,5.467139999999999E2,6.672099889285275E-2,2
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000160,Goblet,4.45662E2,5.438860868495511E-2,2
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0009010,Cycling TA,4.41378E2,5.386578914995695E-2,2
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000540,Nerve,4.33944E2,5.295854348628368E-2,2
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000786,Plasma,2.90052E2,3.539795792840449E-2,2
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0002138,Lymphatic,2.6964E2,3.290687661458974E-2,2
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000624,CD4+ T cell,2.64096E2,3.223028662812154E-2,2
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0002088,ICC,1.93158E2,2.357301021035798E-2,2
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000625,CD8+ T,1.52964E2,1.866773280846353E-2,2
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000451,DC,1.0143E2,1.237852134333867E-2,2
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000510,Paneth,4.1706E1,5.089801943658508E-3,2
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000775,Neutrophil,4.0068E1,4.889900356747448E-3,2
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000165,Neuroendocrine,3.2382E1,3.95190060278017E-3,2
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000236,B,2.457E1,2.998523803665888E-3,2
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000863,M1 Macrophage,1.3356E1,1.629966785582483E-3,2
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000623,NK,1.0836E1,1.322425882642392E-3,2
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0001028,CD7+ Immune,1.0836E1,1.322425882642392E-3,2
large intestine,http://purl.obolibrary.org/obo/UBERON_0001157,transverse colon,Female,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_4033092,CD57+ Enterocyte,7.56E-1,9.226227088202732E-5,2
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_goblet-cell,Goblet cell,1.64238E3,1.008075443065417E-1,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cycling-plasma-cell,Cycling plasma cell,1.553197E3,9.533358625548753E-2,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_colonocyte,Colonocyte,1.350107E3,8.286813722833451E-2,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mesoderm-1-hand1-,Mesoderm 1 (HAND1+),9.72183E2,5.967156251693677E-2,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ta,TA,9.20969E2,5.652810145791558E-2,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_smc-plpp2-,SMC (PLPP2+),7.82338E2,4.8019077556772E-2,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_microfold-cell,Microfold cell,7.07283E2,4.341228117717198E-2,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_activated-t,Activated T,5.07725E2,3.116362256788251E-2,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_eecs,EECs,4.1501E2,2.547287409896483E-2,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_tfh,Tfh,3.76158E2,2.3088179502466E-2,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_best4-epithelial,BEST4+ epithelial,3.48785E2,2.140805376402364E-2,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_myofibroblast,myofibroblast,3.34657E2,2.054089209256951E-2,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_best2-goblet-cell,BEST2+ Goblet cell,3.08167E2,1.891496395859304E-2,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_adult-glia,Adult Glia,2.7373E2,1.680125738442361E-2,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_proximal-progenitor,Proximal progenitor,2.63134E2,1.615088613083302E-2,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_trgv2-gdt,TRGV2 gdT,2.18101E2,1.338680830307301E-2,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-1-ccl11-,Stromal 1 (CCL11+),2.03973E2,1.251964663161889E-2,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_arterial-capillary,arterial capillary,2.02207E2,1.241125142268712E-2,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_distal-progenitor,Distal progenitor,1.99558E2,1.224865860928947E-2,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_transitional-stromal-3-c3-,Transitional Stromal 3 (C3+),1.8543E2,1.138149693783535E-2,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_contractile-pericyte-pln-,Contractile pericyte (PLN+),1.81015E2,1.111050891550594E-2,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stem-cells,Stem cells,1.62472E2,9.972359221722403E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_tuft,Tuft,1.53642E2,9.430383177063576E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lyve1-macrophage,LYVE1+ Macrophage,1.52759E2,9.376185572597694E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-3-kcnn3-,Stromal 3 (KCNN3+),1.49227E2,9.159395154734164E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_glia-3-bcan-,Glia 3 (BCAN+),1.39514E2,8.563221505609455E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_myofibroblast-rspo2-,myofibroblast (RSPO2+),1.35099E2,8.29223348328004E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mature-venous-ec,Mature venous EC,1.28918E2,7.912850252018863E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mature-arterial-ec,Mature arterial EC,1.2362E2,7.587664625223567E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_branch-a4-in-,Branch A4 (IN),1.20088E2,7.370874207360037E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_nk-cell,NK cell,1.08609E2,6.666305349303563E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cycling-b-cell,Cycling B cell,1.07726E2,6.61210774483768E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lec1-ackr4-,LEC1 (ACKR4+),1.01545E2,6.232724513576502E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mesothelium-rgs5-,Mesothelium (RGS5+),8.653399999999999E1,5.311365237656497E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_branch-a2-ipan-in-,Branch A2 (IPAN/IN),8.565100000000001E1,5.257167633190615E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_sell-cd8-t,SELL+ CD8 T,8.300200000000001E1,5.094574819792967E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_branch-b1-emn-,Branch B1 (eMN),7.8587E1,4.823586797463554E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_l-cells-pyy-,L cells (PYY+),7.858699999999999E1,4.823586797463553E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_smc-part1-capn3-,SMC (PART1/CAPN3+),7.6821E1,4.715191588531788E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mlto,mLTo,7.505499999999999E1,4.606796379600023E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_macrophages,Macrophages,7.2406E1,4.444203566202376E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lec6-adamts4-,LEC6 (ADAMTS4+),7.2406E1,4.444203566202376E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-2-npy-,Stromal 2 (NPY+),7.064E1,4.33580835727061E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_pre-b,Pre-B,6.8874E1,4.227413148338845E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mait-cell,MAIT cell,6.4459E1,3.956425126009432E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cycling-ec,cycling EC,6.3576E1,3.902227521543549E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lec4-stab2-,LEC4 (STAB2+),6.3576E1,3.902227521543549E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-3-c7-,Stromal 3 (C7+),6.357599999999999E1,3.902227521543549E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_germ,Germ,6.0044E1,3.685437103680018E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mast-cell,Mast cell,5.9161E1,3.631239499214136E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_nk-t-cell,NK T cell,5.7395E1,3.522844290282371E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cdc2,cDC2,5.6512E1,3.468646685816488E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lymphoid-dc,Lymphoid DC,5.3863E1,3.30605387241884E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stat1-naive-b,STAT1+ Naive B,5.0331E1,3.08926345455531E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_pericyte,Pericyte,4.8565E1,2.980868245623544E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_dz-gc-cell,DZ GC cell,4.5916E1,2.818275432225897E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_progenitor-neurog3-,Progenitor (NEUROG3+),4.5916E1,2.818275432225896E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_angiogenic-pericyte,angiogenic pericyte,4.415000000000001E1,2.709880223294131E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cd8-tmem,CD8 Tmem,4.0618E1,2.493089805430601E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_trgv4-gdt,TRGV4 gdT,4.0618E1,2.493089805430601E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_sell-cd4-t,SELL+ CD4 T,3.8852E1,2.384694596498836E-3,4
large intestine,http://purl.obolibrary.org/obo/UBERON_0001158,descending colon,Female,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_monocytes,Monocytes,3.6203E1,2.222101783101188E-3,4
