index,as_label,cell_label_granular,cell_id_granular,cell_label_supertree,cell_id_supertree,organ_percentage,cell_count,x,y,z,hex_color,marker_shape
88,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,0.00749215,0.465705,0.0276484,#70A5A8,sphere
89,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0331423,0.47236,0.0602541,#70A5A8,sphere
90,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0216224,0.476834,0.00703366,#70A5A8,sphere
91,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0334119,0.460679,0.0183434,#70A5A8,sphere
92,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0213419,0.483616,0.0600301,#70A5A8,sphere
93,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0417205,0.461431,0.040614,#70A5A8,sphere
94,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0422251,0.471964,0.0395927,#70A5A8,sphere
95,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0392398,0.458856,0.0499817,#70A5A8,sphere
96,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0263512,0.487715,0.0115061,#70A5A8,sphere
97,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0289995,0.477153,0.06326,#70A5A8,sphere
98,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.00912345,0.439001,0.0232816,#70A5A8,sphere
99,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0386155,0.457622,0.0432465,#70A5A8,sphere
100,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0371122,0.471811,0.0568209,#70A5A8,sphere
101,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.00145671,0.43942,0.0248,#70A5A8,sphere
102,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.00136718,0.468346,0.0121189,#70A5A8,sphere
103,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0283218,0.437487,0.0519564,#70A5A8,sphere
104,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0328812,0.446161,0.043475,#70A5A8,sphere
105,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0337788,0.454483,0.0623306,#70A5A8,sphere
106,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0316959,0.449273,0.0518305,#70A5A8,sphere
107,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.00228953,0.488689,0.0305309,#70A5A8,sphere
108,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0184422,0.506472,0.0116925,#70A5A8,sphere
109,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0278962,0.480236,0.0135418,#70A5A8,sphere
110,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0387922,0.459652,0.0340999,#70A5A8,sphere
111,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0376195,0.45858,0.0284524,#70A5A8,sphere
112,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0288585,0.478216,0.0596258,#70A5A8,sphere
113,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,0.000179984,0.468605,0.0150822,#70A5A8,sphere
114,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0291717,0.480843,0.0138276,#70A5A8,sphere
115,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0394878,0.471391,0.0541209,#70A5A8,sphere
116,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0189731,0.481631,0.0588936,#70A5A8,sphere
117,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0140138,0.50786,0.0274469,#70A5A8,sphere
118,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.000441852,0.473592,0.0113526,#70A5A8,sphere
119,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0331305,0.454288,0.0194642,#70A5A8,sphere
120,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0284936,0.496652,0.0503815,#70A5A8,sphere
121,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.00810908,0.491256,0.0137007,#70A5A8,sphere
122,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0159576,0.521528,0.0195539,#70A5A8,sphere
123,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.018316,0.469203,0.00512556,#70A5A8,sphere
124,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.0107471,0.493305,0.0527184,#70A5A8,sphere
125,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,21.1703,430973,-0.00885597,0.479517,0.0525613,#70A5A8,sphere
126,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0113859,0.507588,0.0182799,#8DC599,sphere
127,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.00765793,0.49859,0.0462998,#8DC599,sphere
128,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0289697,0.48224,0.0602422,#8DC599,sphere
129,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0112861,0.43501,0.0372907,#8DC599,sphere
130,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0390578,0.479623,0.0275731,#8DC599,sphere
131,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0180901,0.487407,0.0610411,#8DC599,sphere
132,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.035216,0.481114,0.0269198,#8DC599,sphere
133,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.00270719,0.49081,0.0252191,#8DC599,sphere
134,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0231884,0.465782,0.00716008,#8DC599,sphere
135,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0249406,0.481178,0.00829171,#8DC599,sphere
136,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0349352,0.468212,0.0192421,#8DC599,sphere
137,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.00158868,0.47927,0.0118317,#8DC599,sphere
138,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0233368,0.435273,0.0492069,#8DC599,sphere
139,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0357326,0.45745,0.0306412,#8DC599,sphere
140,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.00737047,0.463262,0.00396677,#8DC599,sphere
141,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0153237,0.522351,0.0253833,#8DC599,sphere
142,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0154093,0.508963,0.0212752,#8DC599,sphere
143,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0180932,0.468625,0.00599858,#8DC599,sphere
144,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0262812,0.50114,0.032186,#8DC599,sphere
145,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0328466,0.476841,0.05847,#8DC599,sphere
146,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0303367,0.503186,0.0288009,#8DC599,sphere
147,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0232083,0.442913,0.0590942,#8DC599,sphere
148,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0280824,0.468501,0.0134146,#8DC599,sphere
149,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0395579,0.487976,0.0427661,#8DC599,sphere
150,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0156029,0.506303,0.0243184,#8DC599,sphere
151,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0358678,0.463386,0.0264829,#8DC599,sphere
152,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0251552,0.506892,0.0456823,#8DC599,sphere
153,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.00905646,0.501146,0.0336881,#8DC599,sphere
154,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0261591,0.439445,0.0384941,#8DC599,sphere
155,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0081173,0.501394,0.0528387,#8DC599,sphere
156,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0373505,0.464286,0.024888,#8DC599,sphere
157,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,0.00013539,0.461177,0.0125171,#8DC599,sphere
158,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0299451,0.474223,0.0602755,#8DC599,sphere
159,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0153064,0.52399,0.0208101,#8DC599,sphere
160,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0125904,0.471936,0.00371529,#8DC599,sphere
161,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0339126,0.465067,0.0234167,#8DC599,sphere
162,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.000470345,0.485853,0.0333851,#8DC599,sphere
163,right cardiac atrium,Atrial Cardiomyocyte,CL:0002129,muscle cell,CL:0000187,1.219,21304,-0.0208355,0.504901,0.0344499,#8DC599,sphere
164,right cardiac atrium,capillary endothelial cell,CL:0002144,endothelial cell,CL:0000115,10.8391,176168,-0.0331269,0.476951,0.0148874,#F9CE8D,sphere
165,right cardiac atrium,capillary endothelial cell,CL:0002144,endothelial cell,CL:0000115,10.8391,176168,-0.014986,0.513324,0.031476,#F9CE8D,sphere
166,right cardiac atrium,capillary endothelial cell,CL:0002144,endothelial cell,CL:0000115,10.8391,176168,-0.0027615,0.468337,0.00642815,#F9CE8D,sphere
167,right cardiac atrium,capillary endothelial cell,CL:0002144,endothelial cell,CL:0000115,10.8391,176168,-0.0369544,0.472174,0.0215191,#F9CE8D,sphere
168,right cardiac atrium,capillary endothelial cell,CL:0002144,endothelial cell,CL:0000115,10.8391,176168,-0.0295663,0.480036,0.0623109,#F9CE8D,sphere
169,right cardiac atrium,capillary endothelial cell,CL:0002144,endothelial cell,CL:0000115,10.8391,176168,-0.0141258,0.512169,0.0171402,#F9CE8D,sphere
170,right cardiac atrium,capillary endothelial cell,CL:0002144,endothelial cell,CL:0000115,10.8391,176168,-0.00417761,0.458742,0.00757783,#F9CE8D,sphere
171,right cardiac atrium,capillary endothelial cell,CL:0002144,endothelial cell,CL:0000115,10.8391,176168,0.00117537,0.453336,0.0196135,#F9CE8D,sphere
172,right cardiac atrium,capillary endothelial cell,CL:0002144,endothelial cell,CL:0000115,10.8391,176168,-0.0289715,0.499006,0.0303541,#F9CE8D,sphere
173,right cardiac atrium,capillary endothelial cell,CL:0002144,endothelial cell,CL:0000115,10.8391,176168,-0.0230508,0.438047,0.0356648,#F9CE8D,sphere
174,right cardiac atrium,capillary endothelial cell,CL:0002144,endothelial cell,CL:0000115,10.8391,176168,-0.0223597,0.457586,0.00553653,#F9CE8D,sphere
175,right cardiac atrium,capillary endothelial cell,CL:0002144,endothelial cell,CL:0000115,10.8391,176168,0.00308473,0.459282,0.0195638,#F9CE8D,sphere
176,right cardiac atrium,capillary endothelial cell,CL:0002144,endothelial cell,CL:0000115,10.8391,176168,-0.019515,0.484823,0.0580296,#F9CE8D,sphere
177,right cardiac atrium,capillary endothelial cell,CL:0002144,endothelial cell,CL:0000115,10.8391,176168,-0.0215053,0.48859,0.00849941,#F9CE8D,sphere
178,right cardiac atrium,capillary endothelial cell,CL:0002144,endothelial cell,CL:0000115,10.8391,176168,-0.00466558,0.436005,0.0340262,#F9CE8D,sphere
179,right cardiac atrium,capillary endothelial cell,CL:0002144,endothelial cell,CL:0000115,10.8391,176168,-0.0388201,0.471136,0.0554057,#F9CE8D,sphere
