index,as_label,cell_label_granular,cell_id_granular,cell_label_supertree,cell_id_supertree,organ_percentage,cell_count,x,y,z,hex_color,marker_shape
16,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,0.00915919,0.443015,-0.0577955,#70A5A8,sphere
17,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,0.00906012,0.436826,-0.0766728,#70A5A8,sphere
18,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,0.00363965,0.426397,-0.0856272,#70A5A8,sphere
19,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.00873437,0.464586,-0.033932,#70A5A8,sphere
20,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0152956,0.43346,-0.0874832,#70A5A8,sphere
21,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,0.0118665,0.430032,-0.0763,#70A5A8,sphere
22,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0283733,0.446874,-0.0618885,#70A5A8,sphere
23,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0102723,0.461862,-0.063975,#70A5A8,sphere
24,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0167312,0.421759,-0.0277277,#70A5A8,sphere
25,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.00488161,0.416428,-0.0290161,#70A5A8,sphere
26,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,0.000108234,0.402899,-0.0744672,#70A5A8,sphere
27,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.00767956,0.462398,-0.0305827,#70A5A8,sphere
28,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,0.00180448,0.446059,-0.0338547,#70A5A8,sphere
29,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0143198,0.458402,-0.023884,#70A5A8,sphere
30,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.031098,0.445673,-0.0556651,#70A5A8,sphere
31,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0263384,0.41565,-0.0573688,#70A5A8,sphere
32,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0238343,0.458604,-0.0329024,#70A5A8,sphere
33,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0244474,0.448794,-0.0293501,#70A5A8,sphere
34,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0131149,0.463996,-0.0268511,#70A5A8,sphere
35,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0176426,0.46833,-0.0509008,#70A5A8,sphere
36,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,0.00463463,0.406565,-0.078119,#70A5A8,sphere
37,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0339706,0.435156,-0.0497613,#70A5A8,sphere
38,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0299646,0.453519,-0.0525099,#70A5A8,sphere
39,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0325811,0.446052,-0.054408,#70A5A8,sphere
40,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,0.0120933,0.43662,-0.0614489,#70A5A8,sphere
41,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0222227,0.473525,-0.0529544,#70A5A8,sphere
42,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,0.00393186,0.421763,-0.0864209,#70A5A8,sphere
43,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,0.0105574,0.425486,-0.0845149,#70A5A8,sphere
44,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0200261,0.478303,-0.0519864,#70A5A8,sphere
45,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0347862,0.436218,-0.0494521,#70A5A8,sphere
46,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0133223,0.472055,-0.0420259,#70A5A8,sphere
47,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0244917,0.431352,-0.0265077,#70A5A8,sphere
48,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0278833,0.415604,-0.0540677,#70A5A8,sphere
49,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,0.00868164,0.408815,-0.0635301,#70A5A8,sphere
50,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0114587,0.40474,-0.0410185,#70A5A8,sphere
51,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.00733212,0.462031,-0.0507136,#70A5A8,sphere
52,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0148322,0.477517,-0.0370377,#70A5A8,sphere
53,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0115842,0.439195,-0.024371,#70A5A8,sphere
54,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,0.0112674,0.427244,-0.0734814,#70A5A8,sphere
55,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0272698,0.442389,-0.0676174,#70A5A8,sphere
56,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0192069,0.420917,-0.0271624,#70A5A8,sphere
57,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.00329458,0.40546,-0.0411265,#70A5A8,sphere
58,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,0.0101862,0.440689,-0.0590994,#70A5A8,sphere
59,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0215855,0.467597,-0.0544383,#70A5A8,sphere
60,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0121987,0.46219,-0.0630651,#70A5A8,sphere
61,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0269749,0.425004,-0.0307929,#70A5A8,sphere
62,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0272052,0.438075,-0.069556,#70A5A8,sphere
63,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0291381,0.46042,-0.0602687,#70A5A8,sphere
64,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0186512,0.470293,-0.0600305,#70A5A8,sphere
65,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0183038,0.458201,-0.0732676,#70A5A8,sphere
66,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,0.00487349,0.413927,-0.0824894,#70A5A8,sphere
67,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0216971,0.472982,-0.058767,#70A5A8,sphere
68,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0236857,0.456842,-0.0304767,#70A5A8,sphere
69,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.00228845,0.40595,-0.0448728,#70A5A8,sphere
70,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.026469,0.417581,-0.0409703,#70A5A8,sphere
71,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,0.00595254,0.418075,-0.0845365,#70A5A8,sphere
72,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0194049,0.429262,-0.0273381,#70A5A8,sphere
73,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,0.00191713,0.404713,-0.0551741,#70A5A8,sphere
74,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0292389,0.44833,-0.0486591,#70A5A8,sphere
75,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0210707,0.407604,-0.0427484,#70A5A8,sphere
76,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0162151,0.450074,-0.0786653,#70A5A8,sphere
77,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0307245,0.442262,-0.0626441,#70A5A8,sphere
78,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.00982938,0.452376,-0.0230203,#70A5A8,sphere
79,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0291113,0.442364,-0.0321759,#70A5A8,sphere
80,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0170133,0.405699,-0.0739943,#70A5A8,sphere
81,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.00910409,0.426726,-0.0252948,#70A5A8,sphere
82,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,0.0118356,0.423927,-0.0825276,#70A5A8,sphere
83,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,0.00410375,0.426981,-0.0845626,#70A5A8,sphere
84,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0219951,0.42906,-0.025006,#70A5A8,sphere
85,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0236534,0.41906,-0.0297457,#70A5A8,sphere
86,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0326163,0.429323,-0.0408278,#70A5A8,sphere
87,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.00965367,0.46616,-0.0322104,#70A5A8,sphere
88,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0155949,0.472463,-0.045412,#70A5A8,sphere
89,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.00146271,0.451497,-0.0405279,#70A5A8,sphere
90,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0229051,0.423126,-0.0753953,#70A5A8,sphere
91,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.010126,0.437107,-0.0225874,#70A5A8,sphere
92,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0208443,0.469056,-0.0519772,#70A5A8,sphere
93,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,0.00762842,0.432005,-0.0790545,#70A5A8,sphere
94,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.00787811,0.458837,-0.0648029,#70A5A8,sphere
95,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0149921,0.477018,-0.0388832,#70A5A8,sphere
96,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,-0.0207933,0.410658,-0.0450694,#70A5A8,sphere
97,right cardiac atrium,fibroblast,CL:0000057,connective tissue cell,CL:0002320,10.8938,48037,0.00474984,0.423392,-0.0878567,#70A5A8,sphere
98,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0111846,0.461641,-0.0248264,#8DC599,sphere
99,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0238186,0.414851,-0.0412512,#8DC599,sphere
100,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.00518097,0.454511,-0.0291148,#8DC599,sphere
101,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,0.00496334,0.42969,-0.0867916,#8DC599,sphere
102,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0318388,0.432595,-0.0620609,#8DC599,sphere
103,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0205818,0.412938,-0.0342583,#8DC599,sphere
104,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0305936,0.444909,-0.0389397,#8DC599,sphere
105,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0240606,0.464648,-0.0496521,#8DC599,sphere
106,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0185815,0.437704,-0.0233243,#8DC599,sphere
107,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0182444,0.475005,-0.061265,#8DC599,sphere
108,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0134864,0.478159,-0.0349025,#8DC599,sphere
109,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.00903342,0.462906,-0.0221931,#8DC599,sphere
110,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0185707,0.423417,-0.0848853,#8DC599,sphere
111,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0131724,0.467927,-0.0606546,#8DC599,sphere
112,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0273545,0.446625,-0.0670809,#8DC599,sphere
113,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0245414,0.45448,-0.069666,#8DC599,sphere
114,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.00848629,0.457227,-0.0220355,#8DC599,sphere
115,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0304924,0.444623,-0.0521516,#8DC599,sphere
116,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0192133,0.427955,-0.0248334,#8DC599,sphere
117,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0135058,0.468875,-0.061226,#8DC599,sphere
118,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.00519724,0.41503,-0.0334136,#8DC599,sphere
119,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,0.0120126,0.419559,-0.0724207,#8DC599,sphere
120,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0285864,0.436293,-0.069283,#8DC599,sphere
121,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,0.00839166,0.425954,-0.0804178,#8DC599,sphere
122,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.00873961,0.463514,-0.0410955,#8DC599,sphere
123,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.015065,0.429181,-0.0871828,#8DC599,sphere
124,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,0.0052325,0.407095,-0.0606763,#8DC599,sphere
125,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0103578,0.420971,-0.0281056,#8DC599,sphere
126,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.00198213,0.469764,-0.0206244,#8DC599,sphere
127,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0149784,0.405739,-0.0717427,#8DC599,sphere
128,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0140484,0.407786,-0.0383761,#8DC599,sphere
129,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0222197,0.418079,-0.0309972,#8DC599,sphere
130,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.00674576,0.40292,-0.0470758,#8DC599,sphere
131,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0100994,0.412415,-0.0341817,#8DC599,sphere
132,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.00868119,0.446917,-0.0248283,#8DC599,sphere
133,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0318824,0.447627,-0.0434318,#8DC599,sphere
134,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,0.00353468,0.404366,-0.0604885,#8DC599,sphere
135,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0152292,0.404198,-0.0459084,#8DC599,sphere
136,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0115497,0.465995,-0.0433722,#8DC599,sphere
137,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.019448,0.415447,-0.0378527,#8DC599,sphere
138,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,0.0119169,0.413666,-0.0775225,#8DC599,sphere
139,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0101319,0.472695,-0.0368227,#8DC599,sphere
140,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0129612,0.403677,-0.0670608,#8DC599,sphere
141,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,0.00772742,0.436584,-0.0784925,#8DC599,sphere
142,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0288549,0.453897,-0.0452505,#8DC599,sphere
143,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0292303,0.460085,-0.0571869,#8DC599,sphere
144,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,0.00226554,0.40286,-0.065824,#8DC599,sphere
145,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,0.00497755,0.40674,-0.0637641,#8DC599,sphere
146,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.03082,0.437719,-0.0588796,#8DC599,sphere
147,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,0.00150554,0.407582,-0.0793304,#8DC599,sphere
148,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0299067,0.444233,-0.062834,#8DC599,sphere
149,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.00836141,0.457796,-0.0689867,#8DC599,sphere
150,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0236507,0.464354,-0.0438432,#8DC599,sphere
151,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,0.0122919,0.416857,-0.0796771,#8DC599,sphere
152,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.00206832,0.404512,-0.0436715,#8DC599,sphere
153,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.00118626,0.444953,-0.0842352,#8DC599,sphere
154,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0284695,0.422784,-0.0379259,#8DC599,sphere
155,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.00284326,0.424771,-0.0933857,#8DC599,sphere
156,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.00247938,0.400071,-0.0575558,#8DC599,sphere
157,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,0.000402427,0.404537,-0.0479828,#8DC599,sphere
158,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.00659194,0.466451,-0.0250227,#8DC599,sphere
159,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0132437,0.402887,-0.0442876,#8DC599,sphere
160,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0121962,0.451891,-0.0772113,#8DC599,sphere
161,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,0.00431676,0.416336,-0.0833659,#8DC599,sphere
162,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.00352344,0.469201,-0.0216719,#8DC599,sphere
163,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0287948,0.421701,-0.0399857,#8DC599,sphere
164,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0142932,0.411811,-0.0397813,#8DC599,sphere
165,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,0.0074279,0.406941,-0.0715324,#8DC599,sphere
166,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0149204,0.469706,-0.0594299,#8DC599,sphere
167,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0114253,0.431556,-0.0901947,#8DC599,sphere
168,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,0.0098453,0.440626,-0.0607316,#8DC599,sphere
169,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.00374232,0.476377,-0.0252064,#8DC599,sphere
170,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0129997,0.433327,-0.0256472,#8DC599,sphere
171,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.0164773,0.413585,-0.0336149,#8DC599,sphere
172,right cardiac atrium,aCM3,CL:0002129,muscle cell,CL:0000187,0.76,3346,-0.00588195,0.459856,-0.0492624,#8DC599,sphere
173,right cardiac atrium,endocardial cell,CL:0002350,endothelial cell,CL:0000115,0.527,2393,-0.0302529,0.418551,-0.0432315,#F9CE8D,sphere
174,right cardiac atrium,endocardial cell,CL:0002350,endothelial cell,CL:0000115,0.527,2393,-0.0297445,0.446975,-0.0624483,#F9CE8D,sphere
175,right cardiac atrium,endocardial cell,CL:0002350,endothelial cell,CL:0000115,0.527,2393,-0.0025533,0.471344,-0.0227682,#F9CE8D,sphere
176,right cardiac atrium,endocardial cell,CL:0002350,endothelial cell,CL:0000115,0.527,2393,-0.0253022,0.462328,-0.0473179,#F9CE8D,sphere
177,right cardiac atrium,endocardial cell,CL:0002350,endothelial cell,CL:0000115,0.527,2393,-0.00252164,0.455633,-0.0547667,#F9CE8D,sphere
178,right cardiac atrium,endocardial cell,CL:0002350,endothelial cell,CL:0000115,0.527,2393,-0.00510816,0.449118,-0.028398,#F9CE8D,sphere
179,right cardiac atrium,endocardial cell,CL:0002350,endothelial cell,CL:0000115,0.527,2393,0.00323317,0.406333,-0.0780409,#F9CE8D,sphere
180,right cardiac atrium,endocardial cell,CL:0002350,endothelial cell,CL:0000115,0.527,2393,-0.0263066,0.464473,-0.0425597,#F9CE8D,sphere
181,right cardiac atrium,endocardial cell,CL:0002350,endothelial cell,CL:0000115,0.527,2393,-0.0136535,0.443465,-0.0229909,#F9CE8D,sphere
182,right cardiac atrium,endocardial cell,CL:0002350,endothelial cell,CL:0000115,0.527,2393,0.00807534,0.445397,-0.0593001,#F9CE8D,sphere
183,right cardiac atrium,endocardial cell,CL:0002350,endothelial cell,CL:0000115,0.527,2393,-0.0170349,0.424586,-0.086505,#F9CE8D,sphere
184,right cardiac atrium,endocardial cell,CL:0002350,endothelial cell,CL:0000115,0.527,2393,0.00869033,0.407526,-0.067396,#F9CE8D,sphere
