X,Y,Cell Type
6296.351702508961,13.374103942652331,Cluster 3
6182.411858974359,15.53525641025641,Cluster 3
7193.487253487254,16.786195286195287,Cluster 3
3258.83860818064,17.611141958171388,Cluster 3
6689.80378250591,18.15307328605201,Cluster 3
5606.866541353384,18.645989974937343,Cluster 3
5583.17770767613,19.289695057833857,Cluster 3
8016.425139848635,19.60908193484699,Cluster 3
8706.326424870465,19.85319516407599,Cluster 3
7030.724082934609,20.082402977139818,Cluster 3
6222.296961916987,20.31578947368421,Cluster 3
5161.037521815008,21.339005235602095,Cluster 3
7366.354781054513,21.46201966041108,Cluster 3
4804.2938184663535,21.802425665101723,Cluster 3
7470.846231664138,21.967627718765804,Cluster 3
6118.873058542413,21.9668458781362,Cluster 3
5521.979047619047,22.595555555555553,Cluster 3
5292.905017921147,22.747311827956988,Cluster 3
4323.863410221619,23.076888285843513,Cluster 3
5132.717514124293,23.141242937853107,Cluster 3
6367.025923208609,23.36096845194424,Cluster 3
6539.441441441441,23.936036036036036,Cluster 3
6032.123557984214,24.600182149362478,Cluster 3
7991.770456503014,24.86218776916451,Cluster 3
5000.038130381304,25.050430504305044,Cluster 3
6330.003131991051,25.8331096196868,Cluster 3
1811.4126055880442,26.10244747671648,Cluster 3
4771.352178561882,26.575648222400428,Cluster 3
6249.85097550851,26.952262349522623,Cluster 3
1204.8996269922006,27.610037300779926,Cluster 3
5193.374358974359,28.159368836291915,Cluster 3
6298.064035087719,28.514912280701754,Cluster 3
5676.286549707603,29.42105263157895,Cluster 3
5339.253917831427,29.638924184667513,Cluster 3
6718.835820895522,30.0,Cluster 3
6063.492543329302,30.815800080612657,Cluster 3
8685.75158227848,31.09757383966245,Cluster 3
7598.040414507772,31.567875647668394,Cluster 3
5532.899681528663,31.970806794055203,Cluster 3
5568.789977477477,32.818693693693696,Cluster 3
1638.2884006334125,33.028899445764054,Cluster 3
7507.0269672855875,33.399867374005304,Cluster 3
5591.882854100107,33.949946751863685,Cluster 3
6009.810966810966,34.81673881673882,Cluster 3
1517.443722943723,35.06277056277057,Cluster 3
7311.231487513573,35.22149837133551,Cluster 3
7949.120343839541,35.73829990448902,Cluster 6
8867.673225998808,35.88312462731068,Cluster 6
6688.386135406543,36.23679948169744,Cluster 3
7536.450883002207,36.52097130242826,Cluster 3
7410.1454191033135,36.77777777777778,Cluster 3
8668.764309764309,37.2979797979798,Cluster 3
5625.09893198426,37.68858909499719,Cluster 3
8021.223520249221,38.198987538940806,Cluster 3
5155.708845208846,38.24733824733825,Cluster 3
5030.0759493670885,38.47679324894515,Cluster 1
5421.18954248366,38.70774976657329,Cluster 1
7374.018229166667,38.904296875,Cluster 3
8001.758974358975,39.409523809523805,Cluster 3
8037.262678803641,39.850455136540965,Cluster 3
6511.427135678392,40.438442211055275,Cluster 3
8640.462795698924,41.12043010752688,Cluster 6
4833.919943322707,41.34041799504074,Cluster 3
5464.22813688213,41.656949725390795,Cluster 3
1750.1831334475537,42.299067199695415,Cluster 3
6302.723958333334,42.511160714285715,Cluster 1
6355.829201101928,42.94214876033058,Cluster 1
6254.718367346939,43.06802721088435,Cluster 3
8180.887824351297,43.30578842315369,Cluster 1
5716.868596370319,43.556627613140364,Cluster 3
6086.096726190476,44.27410714285714,Cluster 3
5538.7624584717605,44.50830564784053,Cluster 1
676.5689300411523,44.705761316872426,Cluster 3
