AS/1,AS/1/ID,AS/1/LABEL,AS/2,AS/2/ID,AS/2/LABEL,AS/3,AS/3/ID,AS/3/LABEL,AS/4,AS/4/ID,AS/4/LABEL,AS/5,AS/5/ID,AS/5/LABEL,AS/6,AS/6/ID,AS/6/LABEL,AS/7,AS/7/ID,AS/7/LABEL,AS/8,AS/8/ID,AS/8/LABEL,AS/9,AS/9/ID,AS/9/LABEL,AS/10,AS/10/ID,AS/10/LABEL,AS/11,AS/11/ID,AS/11/LABEL,AS/12,AS/12/ID,AS/12/LABEL,CT/1 - Sources,BGene/1,NV notes
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,alpha-beta T cell,CL:0000789,alpha-beta T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta regulatory T cell",CL:0000795,"CD8-positive, alpha-beta regulatory T cell",,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,hematopoietic precursor cell,CL:0008001,hematopoietic precursor cell,hematopoietic lineage restricted progenitor cell,CL:0002031,hematopoietic lineage restricted progenitor cell,myeloid lineage restricted progenitor cell,CL:0000839,myeloid lineage restricted progenitor cell,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,monocyte,CL:0000576,monocyte,non-classical monocyte,CL:0000875,non-classical monocyte,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,lung macrophage,CL:1001603,lung macrophage,lung interstitial macrophage,CL:4033043,lung interstitial macrophage,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,non-striated muscle cell,CL:0008000,non-striated muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,innate lymphoid cell,CL:0001065,innate lymphoid cell,group 1 innate lymphoid cell,CL:0001067,group 1 innate lymphoid cell,natural killer cell,CL:0000623,natural killer cell,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,myeloid cell,CL:0000763,myeloid cell,megakaryocyte,CL:0000556,megakaryocyte,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,monocyte,CL:0000576,monocyte,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,myeloid cell,CL:0000763,myeloid cell,erythroid lineage cell,CL:0000764,erythroid lineage cell,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,"B cell, CD19-positive",CL:0001201,"B cell, CD19-positive",mature B cell,CL:0000785,mature B cell,naive B cell,CL:0000788,naive B cell,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,hematopoietic precursor cell,CL:0008001,hematopoietic precursor cell,hematopoietic multipotent progenitor cell,CL:0000837,hematopoietic multipotent progenitor cell,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,memory T cell,CL:0000813,memory T cell,"CD8-positive, alpha-beta memory T cell",CL:0000909,"CD8-positive, alpha-beta memory T cell","CD8-positive, alpha-beta memory T cell, CD45RO-positive",CL:0001203,"CD8-positive, alpha-beta memory T cell, CD45RO-positive","effector memory CD8-positive, alpha-beta T cell",CL:0000913,"effector memory CD8-positive, alpha-beta T cell",,,,vccf,sc_proteomics,
cell,CL:0000000,cell,eukaryotic cell,CL:0000255,eukaryotic cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,alpha-beta T cell,CL:0000789,alpha-beta T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell",CD4-positive helper T cell,CL:0000492,CD4-positive helper T cell,T follicular helper cell,CL:0002038,T follicular helper cell,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,respiratory tract epithelial cell,CL:0002368,respiratory tract epithelial cell,epithelial cell of lower respiratory tract,CL:0002632,epithelial cell of lower respiratory tract,epithelial cell of tracheobronchial tree,CL:0002202,epithelial cell of tracheobronchial tree,basal epithelial cell of tracheobronchial tree,CL:0002329,basal epithelial cell of tracheobronchial tree,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,tuft cell,CL:0002204,tuft cell,intestinal tuft cell,CL:0019032,intestinal tuft cell,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,alpha-beta T cell,CL:0000789,alpha-beta T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD4-positive, alpha-beta T cell",CL:0000624,"CD4-positive, alpha-beta T cell","CD4-positive, alpha-beta memory T cell",CL:0000897,"CD4-positive, alpha-beta memory T cell","lung resident memory CD4-positive, alpha-beta T cell",CL:4033038,"lung resident memory CD4-positive, alpha-beta T cell",,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,hematopoietic precursor cell,CL:0008001,hematopoietic precursor cell,hematopoietic oligopotent progenitor cell,CL:0002032,hematopoietic oligopotent progenitor cell,"hematopoietic oligopotent progenitor cell, lineage-negative",CL:0001060,"hematopoietic oligopotent progenitor cell, lineage-negative",CD7-negative lymphoid progenitor OR granulocyte monocyte progenitor,CL:0001012,CD7-negative lymphoid progenitor OR granulocyte monocyte progenitor,granulocyte monocyte progenitor cell,CL:0000557,granulocyte monocyte progenitor cell,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,"B cell, CD19-positive",CL:0001201,"B cell, CD19-positive",immature B cell,CL:0000816,immature B cell,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,"B cell, CD19-positive",CL:0001201,"B cell, CD19-positive",mature B cell,CL:0000785,mature B cell,germinal center B cell,CL:0000844,germinal center B cell,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,secretory epithelial cell,CL:1100001,secretory epithelial cell,glandular secretory epithelial cell,CL:0000150,glandular secretory epithelial cell,glandular cell of esophagus,CL:0002657,glandular cell of esophagus,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,squamous epithelial cell,CL:0000076,squamous epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,conventional dendritic cell,CL:0000990,conventional dendritic cell,Langerhans cell,CL:0000453,Langerhans cell,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,immature T cell,CL:0002420,immature T cell,thymocyte,CL:0000893,thymocyte,"double-positive, alpha-beta thymocyte",CL:0000809,"double-positive, alpha-beta thymocyte",,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,elicited macrophage,CL:0000861,elicited macrophage,M1 macrophage,CL:0000863,M1 macrophage,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,conventional dendritic cell,CL:0000990,conventional dendritic cell,myeloid dendritic cell,CL:0000782,myeloid dendritic cell,CD1c-positive myeloid dendritic cell,CL:0002399,CD1c-positive myeloid dendritic cell,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,non-striated muscle cell,CL:0008000,non-striated muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell,smooth muscle cell of the esophagus,CL:0002599,smooth muscle cell of the esophagus,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,secretory epithelial cell,CL:1100001,secretory epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,mature alpha-beta T cell,CL:0000791,mature alpha-beta T cell,"CD8-positive, alpha-beta T cell",CL:0000625,"CD8-positive, alpha-beta T cell","CD8-positive, alpha-beta memory T cell",CL:0000909,"CD8-positive, alpha-beta memory T cell","lung resident memory CD8-positive, alpha-beta T cell",CL:4033039,"lung resident memory CD8-positive, alpha-beta T cell",,,,vccf,sc_proteomics,
cell,CL:0000000,cell,muscle cell,CL:0000187,muscle cell,striated muscle cell,CL:0000737,striated muscle cell,myotube,CL:0002372,myotube,skeletal muscle fiber,CL:0008002,skeletal muscle fiber,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,perivascular cell,CL:4033054,perivascular cell,mural cell,CL:0008034,mural cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,dynamic cell,,dynamic cell,transit amplifying cell,CL:0009010,transit amplifying cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,secretory epithelial cell,CL:1100001,secretory epithelial cell,goblet cell,CL:0000160,goblet cell,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,precursor cell,CL:0011115,precursor cell,progenitor cell,CL:0011026,progenitor cell,erythroblast,CL:0000765,erythroblast,basophilic erythroblast,CL:0000549,basophilic erythroblast,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,regulatory T cell,CL:0000815,regulatory T cell,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,"B cell, CD19-positive",CL:0001201,"B cell, CD19-positive",mature B cell,CL:0000785,mature B cell,B-2 B cell,CL:0000822,B-2 B cell,follicular B cell,CL:0000843,follicular B cell,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,columnar/cuboidal epithelial cell,CL:0000075,columnar/cuboidal epithelial cell,neurecto-epithelial cell,CL:0000710,neurecto-epithelial cell,interstitial cell of Cajal,CL:0002088,interstitial cell of Cajal,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,mononuclear phagocyte,CL:0000113,mononuclear phagocyte,dendritic cell,CL:0000451,dendritic cell,conventional dendritic cell,CL:0000990,conventional dendritic cell,myeloid dendritic cell,CL:0000782,myeloid dendritic cell,CD141-positive myeloid dendritic cell,CL:0002394,CD141-positive myeloid dendritic cell,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,columnar/cuboidal epithelial cell,CL:0000075,columnar/cuboidal epithelial cell,brush border epithelial cell,CL:0000239,brush border epithelial cell,enterocyte,CL:0000584,enterocyte,enterocyte of epithelium of small intestine,CL:1000334,enterocyte of epithelium of small intestine,enterocyte of epithelium of intestinal villus,CL:1000335,enterocyte of epithelium of intestinal villus,CD57-positive enterocyte,CL:4033092,CD57-positive enterocyte,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,secretory epithelial cell,CL:1100001,secretory epithelial cell,glandular secretory epithelial cell,CL:0000150,glandular secretory epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,memory T cell,CL:0000813,memory T cell,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,meso-epithelial cell,CL:0002078,meso-epithelial cell,endosteal cell,CL:0002157,endosteal cell,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,immature T cell,CL:0002420,immature T cell,thymocyte,CL:0000893,thymocyte,"double-positive, alpha-beta thymocyte",CL:0000809,"double-positive, alpha-beta thymocyte","CD4-intermediate, CD8-positive double-positive thymocyte",CL:0002430,"CD4-intermediate, CD8-positive double-positive thymocyte",,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,neural cell,CL:0002319,neural cell,neuron associated cell,CL:0000095,neuron associated cell,glial cell,CL:0000125,glial cell,Schwann cell,CL:0002573,Schwann cell,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,columnar/cuboidal epithelial cell,CL:0000075,columnar/cuboidal epithelial cell,brush border epithelial cell,CL:0000239,brush border epithelial cell,enterocyte,CL:0000584,enterocyte,BEST4+ enterocyte,CL:4030026,BEST4+ enterocyte,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,lymphocyte of B lineage,CL:0000945,lymphocyte of B lineage,B cell,CL:0000236,B cell,cycling B cell,CL:4033068,cycling B cell,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,precursor cell,CL:0011115,precursor cell,progenitor cell,CL:0011026,progenitor cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,precursor cell,CL:0011115,precursor cell,stem cell,CL:0000034,stem cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,duct epithelial cell,CL:0000068,duct epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,secretory epithelial cell,CL:1100001,secretory epithelial cell,enteroendocrine cell,CL:0000164,enteroendocrine cell,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,columnar/cuboidal epithelial cell,CL:0000075,columnar/cuboidal epithelial cell,myoepithelial cell,CL:0000185,myoepithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,connective tissue cell,CL:0002320,connective tissue cell,myofibroblast cell,CL:0000186,myofibroblast cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,granulocyte,CL:0000094,granulocyte,neutrophil,CL:0000775,neutrophil,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,mononuclear leukocyte,CL:0000842,mononuclear leukocyte,lymphocyte,CL:0000542,lymphocyte,T cell,CL:0000084,T cell,mature T cell,CL:0002419,mature T cell,naive T cell,CL:0000898,naive T cell,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,epithelial cell,CL:0000066,epithelial cell,endo-epithelial cell,CL:0002076,endo-epithelial cell,respiratory tract epithelial cell,CL:0002368,respiratory tract epithelial cell,epithelial cell of lower respiratory tract,CL:0002632,epithelial cell of lower respiratory tract,epithelial cell of lung,CL:0000082,epithelial cell of lung,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar epithelial cell,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,endothelial cell,CL:0000115,endothelial cell,endothelial cell of vascular tree,CL:0002139,endothelial cell of vascular tree,blood vessel endothelial cell,CL:0000071,blood vessel endothelial cell,endothelial cell of sinusoid,CL:0002262,endothelial cell of sinusoid,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,hematopoietic cell,CL:0000988,hematopoietic cell,leukocyte,CL:0000738,leukocyte,myeloid leukocyte,CL:0000766,myeloid leukocyte,macrophage,CL:0000235,macrophage,tissue-resident macrophage,CL:0000864,tissue-resident macrophage,placental resident macrophage,CL:4033087,placental resident macrophage,Hofbauer cell,CL:3000001,Hofbauer cell,,,,,,,,,,,,,vccf,sc_proteomics,
cell,CL:0000000,cell,dynamic cell,,dynamic cell,abnormal cell,CL:0001061,abnormal cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,vccf,sc_proteomics,
